date,humidity
2025-04-18,51.11553865594092
2025-04-19,62.97203769849395
2025-04-20,40.60674082533813
2025-04-21,61.97446649136703
2025-04-22,60.28110528306002
2025-04-23,73.90380410125458
2025-04-24,46.57028332030604
2025-04-25,53.2111713389773
2025-04-26,68.58378220064887
2025-04-27,49.59518162927238
2025-04-28,62.42812761048362
2025-04-29,45.349150753283936
2025-04-30,65.67732980452115
2025-05-01,67.13228766628829
2025-05-02,80.1078043595709
2025-05-03,65.23934866517138
2025-05-04,43.51922294272857
2025-05-05,57.99673361206508
2025-05-06,48.886307477451794
2025-05-07,90.0
2025-05-08,32.117095847681796
2025-05-09,69.57834186159056
2025-05-10,49.81216018462517
2025-05-11,40.4311922727603
2025-05-12,52.45307919204636
2025-05-13,50.59856988164343
2025-05-14,51.3746348453196
2025-05-15,27.71179486207047
2025-05-16,39.30715365679164
2025-05-17,54.772506476096765
2025-05-18,47.724438350733394
2025-05-19,68.29259396231099
2025-05-20,68.76255898999561
2025-05-21,65.95435042262946
2025-05-22,44.45669770723892
2025-05-23,47.60927611509067
2025-05-24,53.11935040598969
2025-05-25,61.51431586117003
2025-05-26,53.429708153175525
2025-05-27,51.555257960483495
2025-05-28,46.69486114522791
2025-05-29,77.5548309151341
2025-05-30,47.52881284796071
2025-05-31,28.13954557810429
2025-06-01,32.50999918884375
2025-06-02,61.26152783967716
2025-06-03,29.476009534574946
2025-06-04,40.137183112107024
2025-06-05,90.0
2025-06-06,78.71310143163682
2025-06-07,42.62255128822714
2025-06-08,51.8868176144495
2025-06-09,47.82978627969452
2025-06-10,51.11596770495556
2025-06-11,47.27178813442936
2025-06-12,50.8444968451476
2025-06-13,71.83077153258037
2025-06-14,31.569519808600365
2025-06-15,90.0
2025-06-16,50.92768070621572
2025-06-17,26.467476598586615
2025-06-18,41.73317124209137
2025-06-19,55.072179295931726
2025-06-20,83.3707441225993
2025-06-21,65.0888227071975
2025-06-22,47.84299202496266
2025-06-23,55.82853021084092
2025-06-24,57.278651011029254
2025-06-25,48.731157882870434
2025-06-26,52.81271139905267
2025-06-27,57.04353345814904
2025-06-28,43.78328744978093
2025-06-29,47.669165717863
2025-06-30,54.14092184287054
2025-07-01,64.11194274307968
2025-07-02,50.028894246457995
2025-07-03,48.18280283015358
2025-07-04,63.20650433571987
2025-07-05,69.57952066542154
2025-07-06,23.20459104725018
2025-07-07,64.99544509752647
2025-07-08,64.28749443914668
2025-07-09,62.29639032597932
2025-07-10,44.04083097527935
2025-07-11,67.82257322726518
2025-07-12,67.18661194390256
2025-07-13,68.98701017232762
2025-07-14,76.07569898172925
2025-07-15,53.20504765297675
2025-07-16,81.00351138315497
2025-07-17,67.73301217757752
2025-07-18,69.26626882478865
2025-07-19,59.24801060739595
2025-07-20,65.793308855995
2025-07-21,68.36107545715443
2025-07-22,42.36179524024306
2025-07-23,54.016052806369025
2025-07-24,72.84923361110741
2025-07-25,80.90425645834253
2025-07-26,70.33654966912714
2025-07-27,50.35408324673405
2025-07-28,60.90847249928801
2025-07-29,46.24650977959928
2025-07-30,55.73777174054217
2025-07-31,52.74097800505296
2025-08-01,47.616672410965684
2025-08-02,59.74193709481491
2025-08-03,60.615693765713
2025-08-04,52.76122228904183
2025-08-05,56.51977372967778
2025-08-06,60.38530128409395
2025-08-07,45.891117635543196
2025-08-08,50.926307150307466
2025-08-09,74.39783304551915
2025-08-10,51.90076066434123
2025-08-11,66.36132788866398
2025-08-12,61.36598929161973
2025-08-13,84.3057765551907
2025-08-14,60.40034572445544
2025-08-15,85.12837650563802
2025-08-16,23.43530933076568
2025-08-17,71.53093397814496
2025-08-18,59.20550962754027
2025-08-19,68.26447319819384
2025-08-20,70.92077492329717
2025-08-21,51.39945223204164
2025-08-22,53.42252596132203
2025-08-23,46.737499242710925
2025-08-24,49.16220400594442
2025-08-25,83.30271500619583
2025-08-26,50.883836972974215
2025-08-27,20.593359685642284
2025-08-28,72.31231649577032
2025-08-29,41.07122364892383
2025-08-30,25.487599690986418
2025-08-31,32.00122677208736
2025-09-01,31.449448230793895
2025-09-02,41.6762289265377
2025-09-03,48.56474808575595
2025-09-04,48.075284391237055
2025-09-05,55.7406594294299
2025-09-06,52.95049723209853
2025-09-07,42.20626172259185
2025-09-08,39.281345321020254
2025-09-09,52.96011441169385
2025-09-10,51.765405209392824
2025-09-11,68.73629886864123
2025-09-12,51.022639792382854
2025-09-13,64.22815799294376
2025-09-14,54.381062555696026
2025-09-15,56.933293252329044
2025-09-16,51.02178906260918
2025-09-17,59.7012746356508
2025-09-18,60.19180950993714
2025-09-19,48.083683816582926
2025-09-20,27.83101941770532
2025-09-21,70.8696564206789
2025-09-22,61.02297373432723
2025-09-23,56.93336799614743
2025-09-24,69.85354608423083
2025-09-25,61.10403617143274
2025-09-26,86.69864159462617
2025-09-27,37.05965584276239
2025-09-28,35.361630914840134
2025-09-29,51.01571474396204
2025-09-30,39.578350338730246
2025-10-01,48.34751308458834
2025-10-02,63.34350191773663
2025-10-03,53.13707371507589
2025-10-04,67.03767819588123
2025-10-05,54.1710183212238
2025-10-06,37.98178326364247
2025-10-07,49.755668424777596
2025-10-08,32.69102954763504
2025-10-09,65.5458249007109
2025-10-10,79.80122588869992
2025-10-11,51.957245263418955
2025-10-12,38.365489354271354
2025-10-13,62.86060474599629
2025-10-14,56.264628821476514
2025-10-15,31.236961292084775
2025-10-16,35.95813176836087
2025-10-17,79.57523083905015
2025-10-18,59.82170435860945
2025-10-19,51.47344787354555
2025-10-20,43.45280387315884
2025-10-21,65.98216212324867
2025-10-22,66.92425411603352
2025-10-23,64.11998870957133
2025-10-24,68.67558798066409
2025-10-25,78.72267127562279
2025-10-26,56.63166651191708
2025-10-27,73.06011314686289
2025-10-28,73.14968851475999
2025-10-29,38.74993000386508
2025-10-30,50.30536613620583
2025-10-31,56.365242540672114
2025-11-01,54.15503864686314
2025-11-02,61.52039152327679
2025-11-03,61.748553783792126
2025-11-04,71.25109646741464
2025-11-05,62.141887645824596
2025-11-06,41.133839860306956
2025-11-07,68.34078852736232
2025-11-08,38.988451908624384
2025-11-09,71.40555221203694
2025-11-10,57.53532044219232
2025-11-11,66.29785838688501
2025-11-12,63.44459477827559
2025-11-13,51.7632436524388
2025-11-14,49.39675698052097
2025-11-15,53.97345676624854
2025-11-16,72.38748267472154
2025-11-17,44.0631906073635
2025-11-18,51.927696733636324
2025-11-19,48.946857574958585
2025-11-20,56.256924653509486
2025-11-21,26.85947467312552
2025-11-22,53.316153152186985
2025-11-23,53.36287816146137
2025-11-24,32.35742994269656
2025-11-25,62.410180801747934
2025-11-26,52.12149498646966
2025-11-27,80.97603188914194
2025-11-28,42.395781817228624
2025-11-29,60.14395626025505
2025-11-30,68.61864693081236
2025-12-01,20.0
2025-12-02,47.43578174816562
2025-12-03,78.81534953472791
2025-12-04,84.46667054976473
2025-12-05,58.083992180063404
2025-12-06,64.21441104292624
2025-12-07,41.607181059938476
2025-12-08,52.936452341538875
2025-12-09,69.70510796754425
2025-12-10,58.99856963258121
2025-12-11,49.57346291998044
2025-12-12,78.70560891371095
2025-12-13,20.516693853268478
2025-12-14,71.0470588678775
2025-12-15,60.72816944539518
2025-12-16,71.02000862647381
2025-12-17,31.646052864346498
2025-12-18,49.883636118801476
2025-12-19,43.723429498242886
2025-12-20,47.13582270352097
2025-12-21,26.079890655601837
2025-12-22,57.99154838104514
2025-12-23,64.6308453714037
2025-12-24,82.50323301601196
2025-12-25,84.17580492621768
2025-12-26,47.3182990144909
2025-12-27,56.29313495523934
2025-12-28,61.22620489287512
2025-12-29,44.371057594925496
2025-12-30,44.117020579840926
2025-12-31,39.22108322560884
