date,temperature
2025-08-30,33.37233398582768
2025-08-31,13.83921225637745
2025-09-01,22.46728869112847
2025-09-02,38.289786118805274
2025-09-03,24.41642708928309
2025-09-04,33.35674188739297
2025-09-05,28.30892432948809
2025-09-06,26.219235991761092
2025-09-07,29.754749051322914
2025-09-08,23.090052447857257
2025-09-09,23.28023682601648
2025-09-10,39.014875214648974
2025-09-11,38.08652262386326
2025-09-12,20.19492794227702
2025-09-13,29.926269561407505
2025-09-14,20.705692147110796
2025-09-15,24.665249339603385
2025-09-16,26.69554511603019
2025-09-17,28.953011746936628
2025-09-18,30.501499020496393
2025-09-19,30.791467766249745
2025-09-20,20.78145763951128
2025-09-21,20.0079578972596
2025-09-22,28.91063677575826
2025-09-23,14.765738769607726
2025-09-24,34.10637795773953
2025-09-25,29.443817574511424
2025-09-26,31.242300053519287
2025-09-27,22.923245690511163
2025-09-28,28.306244377192797
2025-09-29,22.208380500839475
2025-09-30,20.362338364539305
2025-10-01,27.278732018414924
2025-10-02,27.46065135039276
2025-10-03,31.597603455846674
2025-10-04,12.579293220201391
2025-10-05,10.946727026241362
2025-10-06,25.08875780037053
2025-10-07,35.44586655017795
2025-10-08,32.15582217223019
2025-10-09,34.084079655368754
2025-10-10,29.54742243677606
2025-10-11,31.979680274301103
2025-10-12,24.625659020107946
2025-10-13,26.27119296664543
2025-10-14,41.172120078719644
2025-10-15,30.50619187834389
2025-10-16,35.07499765278645
2025-10-17,22.017470688119225
2025-10-18,25.03809974556158
2025-10-19,27.067303388871128
2025-10-20,19.47865486364126
2025-10-21,32.779093156957295
2025-10-22,17.714136518073616
2025-10-23,30.063736594214348
2025-10-24,30.426123225947695
2025-10-25,25.34010233803184
2025-10-26,31.808134466246628
2025-10-27,31.087856426996233
2025-10-28,18.49318479908942
2025-10-29,20.375819058566428
2025-10-30,33.90453985201278
2025-10-31,29.188777142662293
2025-11-01,22.88796305281535
2025-11-02,42.501799990444596
2025-11-03,20.02734916308469
2025-11-04,12.716199385558763
2025-11-05,28.396459617308082
2025-11-06,23.140991424881683
2025-11-07,32.29441758097062
2025-11-08,17.095236688291855
2025-11-09,34.51627299925504
2025-11-10,19.364691147381834
2025-11-11,25.546831526494863
2025-11-12,25.043959806514103
2025-11-13,22.21230066155139
2025-11-14,31.135725209305804
2025-11-15,36.92179480146389
2025-11-16,30.801147819413053
2025-11-17,33.86053479386857
2025-11-18,21.28472058038111
2025-11-19,41.70406016626146
2025-11-20,29.835801555646253
2025-11-21,35.807693740133715
2025-11-22,19.26124160219029
2025-11-23,32.207120118218604
2025-11-24,38.144731275319515
2025-11-25,25.73927770936347
2025-11-26,24.21613880725247
2025-11-27,22.0445594014423
2025-11-28,25.512446082769728
2025-11-29,28.47784071044825
2025-11-30,30.22337613912509
2025-12-01,19.34791487651503
2025-12-02,21.995278630331313
2025-12-03,26.105808643872
2025-12-04,23.38467990984935
2025-12-05,26.471249062235092
2025-12-06,25.64963923169038
2025-12-07,24.12390433479376
2025-12-08,35.16842714120199
2025-12-09,27.836760922114596
2025-12-10,23.31126901637208
2025-12-11,33.09897511371213
2025-12-12,21.549733342409624
2025-12-13,27.78980439105185
2025-12-14,45.0
2025-12-15,15.14915091629453
2025-12-16,19.22617638334411
2025-12-17,25.604785713261293
2025-12-18,32.36617253437033
2025-12-19,30.66995023208977
2025-12-20,38.40037797453657
2025-12-21,22.575454945310568
2025-12-22,26.137414319539523
2025-12-23,17.20408542438591
2025-12-24,24.829052750630353
2025-12-25,27.149158133927983
2025-12-26,25.798342515784487
2025-12-27,28.58533157222838
2025-12-28,28.283563444987514
2025-12-29,31.862473157480224
2025-12-30,32.38919651135796
2025-12-31,32.75512295967078
